"id" ;"levenshtein_text_first_255" ;"diff_ari" ;"diff_characters_text" ;"diff_coleman_liau_text" ;"diff_complexwords_text" ;"diff_flesch_kincaid_text" ;"diff_flesch_reading_text" ;"diff_gunning_fog_text" ;"diff_sentences_text" ;"diff_smog_index_text" ;"diff_smog_text" ;"diff_syllables_text" ;"diff_words_text" ;"good" ;"comm_name"
40,831 ;220 ;16.1 ;513 ;2.751 ;22 ;13.517 ;41.694 ;15.6 ;0 ;8.95 ;9.335 ;193 ;124 ;no ;chemistry.stackexchange.com
40,832 ;208 ;0.988 ;137 ;1.393 ;5 ;1.5 ;11.197 ;0.8 ;1 ;0.282 ;0.294 ;55 ;24 ;yes ;chemistry.stackexchange.com
40,832 ;201 ;2.264 ;718 ;0.16 ;27 ;2.556 ;10.719 ;4 ;8 ;2.338 ;2.438 ;248 ;153 ;yes ;chemistry.stackexchange.com
40,835 ;210 ;3.746 ;532 ;0.542 ;13 ;3.909 ;16.226 ;2 ;4 ;1.128 ;1.177 ;194 ;125 ;yes ;chemistry.stackexchange.com
40,837 ;214 ;1.121 ;709 ;0.203 ;32 ;0.014 ;3.513 ;0.4 ;5 ;0.406 ;0.423 ;248 ;141 ;yes ;chemistry.stackexchange.com
40,837 ;203 ;4.373 ;128 ;1.756 ;10 ;4.042 ;18.403 ;3.6 ;2 ;2.462 ;2.567 ;55 ;12 ;yes ;chemistry.stackexchange.com
40,838 ;217 ;3.178 ;146 ;3.303 ;10 ;2.204 ;7.776 ;2.4 ;4 ;1.244 ;1.298 ;52 ;18 ;yes ;chemistry.stackexchange.com
40,840 ;197 ;2.247 ;2,220 ;0.18 ;57 ;2.172 ;7.052 ;0.8 ;18 ;0.204 ;0.213 ;776 ;542 ;yes ;chemistry.stackexchange.com
40,843 ;220 ;21.424 ;33 ;0.988 ;5 ;19.921 ;57.996 ;20.4 ;6 ;10.182 ;10.619 ;24 ;6 ;no ;chemistry.stackexchange.com
40,846 ;203 ;1.225 ;3,017 ;2.841 ;109 ;1.939 ;1.445 ;2 ;35 ;0.661 ;0.69 ;976 ;610 ;yes ;chemistry.stackexchange.com
40,847 ;186 ;5.773 ;728 ;2.768 ;55 ;4.94 ;22.739 ;6.8 ;1 ;4.526 ;4.721 ;269 ;123 ;yes ;chemistry.stackexchange.com
40,852 ;205 ;6.545 ;481 ;3.379 ;11 ;5.21 ;20.814 ;4.8 ;3 ;3.003 ;3.132 ;165 ;104 ;yes ;chemistry.stackexchange.com
40,853 ;205 ;1.704 ;2,617 ;1.195 ;133 ;1.931 ;11.178 ;3.6 ;18 ;2.566 ;2.676 ;942 ;549 ;yes ;chemistry.stackexchange.com
40,853 ;210 ;8.766 ;3,311 ;2.153 ;155 ;7.831 ;28.205 ;9.2 ;16 ;5.825 ;6.075 ;1,188 ;706 ;yes ;chemistry.stackexchange.com
40,855 ;207 ;0.047 ;148 ;4.253 ;1 ;1.078 ;25.708 ;0.4 ;1 ;0.349 ;0.363 ;45 ;51 ;yes ;chemistry.stackexchange.com
40,857 ;194 ;2.556 ;184 ;1.069 ;10 ;2.565 ;9.478 ;4.4 ;2 ;3.166 ;3.302 ;67 ;43 ;yes ;chemistry.stackexchange.com
40,857 ;204 ;6.443 ;423 ;5.41 ;10 ;4.347 ;20.776 ;2 ;4 ;1.354 ;1.412 ;138 ;81 ;yes ;chemistry.stackexchange.com
40,858 ;215 ;0.335 ;499 ;1.331 ;4 ;0.642 ;9.584 ;3.2 ;6 ;2.733 ;2.85 ;166 ;127 ;yes ;chemistry.stackexchange.com
40,858 ;223 ;3.552 ;260 ;5.672 ;4 ;2.424 ;20.882 ;0.8 ;4 ;0.921 ;0.96 ;95 ;89 ;yes ;chemistry.stackexchange.com
40,862 ;206 ;15.782 ;534 ;7.479 ;33 ;14.246 ;61.528 ;14.4 ;2 ;9.829 ;10.252 ;205 ;88 ;yes ;chemistry.stackexchange.com
40,864 ;208 ;9.822 ;416 ;6.327 ;26 ;8.328 ;39.897 ;8.8 ;1 ;5.847 ;6.099 ;152 ;64 ;yes ;chemistry.stackexchange.com
40,867 ;190 ;5.533 ;395 ;4.334 ;13 ;3.63 ;12.963 ;3.2 ;4 ;2.211 ;2.306 ;133 ;86 ;yes ;chemistry.stackexchange.com
40,868 ;204 ;1.009 ;260 ;4.013 ;3 ;1.078 ;18.417 ;3.6 ;3 ;3.183 ;3.32 ;87 ;78 ;yes ;chemistry.stackexchange.com
40,871 ;222 ;13.862 ;3 ;0.779 ;1 ;12.315 ;30.999 ;12.4 ;4 ;6.218 ;6.486 ;15 ;11 ;no ;chemistry.stackexchange.com
40,872 ;202 ;15.085 ;925 ;0.439 ;26 ;11.969 ;27.626 ;11.6 ;1 ;5.016 ;5.231 ;348 ;242 ;yes ;chemistry.stackexchange.com
40,874 ;209 ;9.518 ;653 ;8.455 ;40 ;7.993 ;44.64 ;10 ;3 ;7.247 ;7.559 ;224 ;103 ;yes ;chemistry.stackexchange.com
40,874 ;199 ;8.418 ;731 ;8.018 ;42 ;7.419 ;43.192 ;10 ;5 ;7.504 ;7.827 ;252 ;123 ;yes ;chemistry.stackexchange.com
40,875 ;204 ;6.625 ;717 ;1.487 ;29 ;4.542 ;10.35 ;8 ;3 ;5.176 ;5.399 ;239 ;162 ;yes ;chemistry.stackexchange.com
40,875 ;198 ;0.363 ;878 ;0.204 ;30 ;0.64 ;3.873 ;1.6 ;8 ;1.587 ;1.655 ;300 ;200 ;yes ;chemistry.stackexchange.com
40,879 ;199 ;1.558 ;610 ;0.052 ;28 ;0.606 ;4.2 ;1.6 ;8 ;1.29 ;1.345 ;226 ;140 ;yes ;chemistry.stackexchange.com
40,880 ;187 ;10.345 ;1,363 ;5.439 ;64 ;7.01 ;26.056 ;7.2 ;9 ;5.058 ;5.275 ;480 ;253 ;yes ;chemistry.stackexchange.com
40,881 ;193 ;16.21 ;4,989 ;7.453 ;165 ;13.239 ;52.702 ;13.6 ;27 ;8.451 ;8.814 ;1,723 ;1,080 ;yes ;chemistry.stackexchange.com
40,882 ;202 ;14.602 ;3,223 ;2.773 ;119 ;11.641 ;33.646 ;11.2 ;14 ;6.272 ;6.542 ;1,189 ;746 ;yes ;chemistry.stackexchange.com
40,883 ;212 ;0.908 ;314 ;4.067 ;5 ;0.377 ;13.898 ;2 ;3 ;1.091 ;1.138 ;118 ;86 ;yes ;chemistry.stackexchange.com
40,884 ;188 ;13.641 ;2,151 ;5.798 ;85 ;10.527 ;37.7 ;9.6 ;13 ;6.593 ;6.877 ;752 ;452 ;yes ;chemistry.stackexchange.com
40,887 ;196 ;0.686 ;6,924 ;0.928 ;248 ;1.608 ;6.442 ;2.4 ;70 ;1.589 ;1.657 ;2,353 ;1,440 ;no ;chemistry.stackexchange.com
40,887 ;194 ;8.147 ;585 ;3.082 ;28 ;7.051 ;27.464 ;8 ;3 ;5.363 ;5.593 ;214 ;123 ;no ;chemistry.stackexchange.com
40,888 ;203 ;6.187 ;817 ;2.878 ;23 ;4.323 ;14.302 ;5.2 ;4 ;3.085 ;3.217 ;275 ;190 ;yes ;chemistry.stackexchange.com
40,889 ;210 ;0.591 ;6,856 ;0.283 ;247 ;0.673 ;1.915 ;0.8 ;68 ;0.319 ;0.333 ;2,349 ;1,433 ;yes ;chemistry.stackexchange.com
40,889 ;195 ;6.87 ;653 ;4.293 ;29 ;4.77 ;19.107 ;6.4 ;5 ;4.093 ;4.269 ;218 ;130 ;yes ;chemistry.stackexchange.com
40,891 ;208 ;4.008 ;1,080 ;1.998 ;22 ;2.352 ;8.272 ;0.8 ;10 ;0.379 ;0.396 ;368 ;260 ;yes ;chemistry.stackexchange.com
40,892 ;198 ;5.579 ;601 ;1.807 ;23 ;5.089 ;18.908 ;5.2 ;4 ;3.237 ;3.377 ;229 ;144 ;yes ;chemistry.stackexchange.com
40,895 ;200 ;1.211 ;105 ;0.096 ;2 ;1.619 ;4.168 ;2 ;3 ;1.503 ;1.567 ;32 ;20 ;yes ;chemistry.stackexchange.com
40,896 ;206 ;2.803 ;380 ;7.16 ;24 ;3.274 ;36.728 ;4.4 ;6 ;4.01 ;4.182 ;134 ;57 ;yes ;chemistry.stackexchange.com
40,897 ;195 ;10.539 ;620 ;3.081 ;31 ;8.022 ;25.901 ;8.8 ;2 ;6.218 ;6.486 ;217 ;127 ;yes ;chemistry.stackexchange.com
40,899 ;210 ;10.908 ;45 ;10.518 ;10 ;10.856 ;60.391 ;12.4 ;5 ;8.048 ;8.394 ;23 ;5 ;yes ;chemistry.stackexchange.com
40,900 ;222 ;0.839 ;613 ;7.463 ;26 ;0.941 ;14.374 ;0.4 ;5 ;5.477 ;5.713 ;208 ;122 ;yes ;chemistry.stackexchange.com
40,901 ;218 ;2.474 ;184 ;3.206 ;2 ;2.545 ;18.561 ;3.6 ;3 ;3.008 ;3.138 ;59 ;53 ;yes ;chemistry.stackexchange.com
40,902 ;208 ;1.308 ;224 ;1.253 ;9 ;0.062 ;1.528 ;0 ;4 ;0.519 ;0.542 ;93 ;63 ;yes ;chemistry.stackexchange.com
40,905 ;207 ;1.555 ;1,072 ;1.755 ;45 ;1.726 ;1.837 ;2.4 ;8 ;1.64 ;1.711 ;377 ;235 ;yes ;chemistry.stackexchange.com
40,910 ;201 ;5.566 ;113 ;0.42 ;13 ;5.141 ;18.237 ;6.4 ;4 ;4.031 ;4.205 ;51 ;21 ;yes ;chemistry.stackexchange.com
40,911 ;203 ;6.829 ;192 ;3.288 ;15 ;6.395 ;28.042 ;6.8 ;4 ;4.457 ;4.649 ;80 ;29 ;yes ;chemistry.stackexchange.com
40,912 ;202 ;11.632 ;216 ;5.707 ;7 ;7.091 ;14.269 ;10.4 ;2 ;6.023 ;6.282 ;68 ;50 ;yes ;chemistry.stackexchange.com
40,915 ;198 ;4.491 ;133 ;2.875 ;10 ;4.611 ;6.023 ;3.6 ;3 ;1.024 ;1.068 ;28 ;7 ;yes ;chemistry.stackexchange.com
40,919 ;204 ;11.573 ;304 ;5.217 ;9 ;8.287 ;27.357 ;7.2 ;1 ;4.607 ;4.805 ;104 ;63 ;yes ;chemistry.stackexchange.com
40,920 ;199 ;4.836 ;537 ;3.574 ;23 ;4.492 ;22.315 ;4.8 ;4 ;3.519 ;3.67 ;189 ;110 ;yes ;chemistry.stackexchange.com
40,921 ;197 ;1.053 ;611 ;2.377 ;20 ;0.386 ;5.788 ;0.4 ;5 ;0.965 ;1.006 ;204 ;123 ;yes ;chemistry.stackexchange.com
40,923 ;217 ;7.396 ;140 ;0.557 ;3 ;4.784 ;6.689 ;4.4 ;1 ;2.775 ;2.894 ;45 ;32 ;yes ;chemistry.stackexchange.com
40,926 ;217 ;4.313 ;124 ;0.102 ;14 ;3.373 ;8.529 ;2 ;5 ;0.032 ;0.033 ;48 ;32 ;no ;chemistry.stackexchange.com
40,927 ;217 ;0.423 ;1,242 ;1.031 ;38 ;0.985 ;0.23 ;0 ;14 ;0.161 ;0.168 ;442 ;284 ;yes ;chemistry.stackexchange.com
40,929 ;205 ;3.573 ;134 ;1.628 ;5 ;3.042 ;4.446 ;4 ;0 ;2.241 ;2.338 ;51 ;39 ;yes ;chemistry.stackexchange.com
40,932 ;209 ;6.821 ;543 ;4.179 ;19 ;5.835 ;18.044 ;7.6 ;5 ;5.385 ;5.616 ;183 ;121 ;yes ;chemistry.stackexchange.com
40,934 ;195 ;3.994 ;63 ;2.024 ;2 ;2.141 ;4.041 ;2.8 ;1 ;1.809 ;1.887 ;18 ;15 ;yes ;chemistry.stackexchange.com
40,936 ;197 ;1.729 ;481 ;5.289 ;27 ;1.24 ;17.799 ;3.2 ;4 ;3.989 ;4.16 ;171 ;88 ;yes ;chemistry.stackexchange.com
40,939 ;203 ;3.748 ;1,225 ;0.372 ;44 ;2.268 ;3.968 ;2.8 ;9 ;1.696 ;1.77 ;406 ;257 ;yes ;chemistry.stackexchange.com
40,940 ;200 ;7.246 ;432 ;5.832 ;13 ;5.011 ;26.724 ;5.2 ;3 ;5.205 ;5.428 ;139 ;86 ;no ;chemistry.stackexchange.com
40,943 ;211 ;8.377 ;553 ;8.094 ;19 ;5.673 ;33.886 ;6 ;4 ;6.096 ;6.358 ;175 ;100 ;yes ;chemistry.stackexchange.com
40,944 ;215 ;7.352 ;694 ;0.412 ;30 ;6.021 ;18.149 ;5.2 ;7 ;1.914 ;1.997 ;249 ;164 ;yes ;chemistry.stackexchange.com
40,947 ;201 ;13.021 ;1,352 ;3.589 ;44 ;10.823 ;38.588 ;10.8 ;6 ;6 ;6.259 ;490 ;312 ;yes ;chemistry.stackexchange.com
40,949 ;208 ;0.137 ;94 ;1.862 ;2 ;0.031 ;5.559 ;0.4 ;2 ;0.257 ;0.268 ;33 ;19 ;yes ;chemistry.stackexchange.com
40,950 ;200 ;5.766 ;341 ;4.208 ;6 ;3.148 ;8.321 ;2 ;4 ;0.848 ;0.884 ;116 ;82 ;yes ;chemistry.stackexchange.com
40,951 ;191 ;1.006 ;74 ;2.758 ;8 ;2.861 ;24.781 ;4 ;2 ;2.647 ;2.76 ;35 ;14 ;yes ;chemistry.stackexchange.com
40,955 ;188 ;5.553 ;1,372 ;0.457 ;35 ;4.752 ;15.594 ;4.4 ;12 ;2.536 ;2.646 ;496 ;352 ;yes ;chemistry.stackexchange.com
40,956 ;210 ;3.567 ;416 ;0.067 ;17 ;2.853 ;7.937 ;4 ;2 ;2.507 ;2.615 ;143 ;90 ;yes ;chemistry.stackexchange.com
40,957 ;217 ;9.036 ;263 ;2.701 ;11 ;7.053 ;20.378 ;8.4 ;1 ;5.477 ;5.713 ;87 ;59 ;yes ;chemistry.stackexchange.com
40,959 ;202 ;2.466 ;987 ;0.992 ;41 ;2.033 ;0.116 ;3.6 ;7 ;2.647 ;2.761 ;351 ;218 ;yes ;chemistry.stackexchange.com
40,960 ;206 ;5.542 ;728 ;1.924 ;14 ;4.734 ;19.679 ;4.8 ;7 ;3.117 ;3.251 ;253 ;197 ;yes ;chemistry.stackexchange.com
40,960 ;203 ;14.069 ;2,483 ;3.844 ;89 ;11.253 ;35.815 ;10.8 ;12 ;6.17 ;6.436 ;891 ;562 ;yes ;chemistry.stackexchange.com
40,961 ;208 ;11.01 ;2,378 ;6.958 ;87 ;8.342 ;40.411 ;7.2 ;21 ;4.729 ;4.932 ;878 ;621 ;yes ;chemistry.stackexchange.com
40,965 ;178 ;5.09 ;592 ;4.13 ;15 ;4.389 ;25.1 ;6.4 ;8 ;4.582 ;4.78 ;214 ;142 ;yes ;chemistry.stackexchange.com
40,966 ;189 ;20.895 ;753 ;0.736 ;7 ;15.179 ;26.6 ;12.8 ;1 ;1.467 ;1.531 ;266 ;199 ;no ;chemistry.stackexchange.com
40,966 ;211 ;14.676 ;568 ;0.553 ;13 ;10.071 ;15.804 ;9.2 ;1 ;3.358 ;3.503 ;194 ;141 ;no ;chemistry.stackexchange.com
40,968 ;202 ;0.175 ;89 ;0.908 ;3 ;2.764 ;25.875 ;4 ;1 ;2.269 ;2.366 ;22 ;27 ;yes ;chemistry.stackexchange.com
40,969 ;188 ;0.879 ;9 ;2.482 ;7 ;1.668 ;18.742 ;3.6 ;1 ;1.573 ;1.64 ;1 ;13 ;yes ;chemistry.stackexchange.com
40,970 ;211 ;2.69 ;54 ;2.629 ;8 ;2.268 ;14.167 ;2.8 ;2 ;2.491 ;2.598 ;18 ;34 ;yes ;chemistry.stackexchange.com
40,971 ;210 ;5.248 ;154 ;0.065 ;6 ;4.532 ;13.608 ;3.6 ;3 ;1.415 ;1.476 ;51 ;37 ;yes ;chemistry.stackexchange.com
40,973 ;182 ;5.665 ;229 ;4.458 ;4 ;1.431 ;2.918 ;0 ;1 ;0.739 ;0.771 ;68 ;47 ;yes ;chemistry.stackexchange.com
40,974 ;168 ;12.022 ;683 ;8.414 ;34 ;10.351 ;49.657 ;11.6 ;3 ;7.85 ;8.187 ;238 ;122 ;yes ;chemistry.stackexchange.com
40,975 ;179 ;3.653 ;87 ;1.582 ;3 ;5.775 ;9.64 ;4 ;1 ;4.01 ;4.182 ;42 ;31 ;no ;chemistry.stackexchange.com
40,977 ;195 ;0.132 ;572 ;0.817 ;18 ;1.295 ;6.484 ;1.6 ;5 ;1.293 ;1.348 ;197 ;139 ;yes ;chemistry.stackexchange.com
40,979 ;199 ;0.216 ;707 ;0.271 ;26 ;0.769 ;5.513 ;0 ;9 ;0.157 ;0.164 ;248 ;162 ;yes ;chemistry.stackexchange.com
40,979 ;186 ;2.315 ;822 ;0.483 ;26 ;0.218 ;10.906 ;1.2 ;9 ;0.157 ;0.164 ;287 ;190 ;yes ;chemistry.stackexchange.com
40,982 ;191 ;8.157 ;93 ;2.759 ;4 ;5.353 ;14.33 ;4.4 ;5 ;1.891 ;1.972 ;40 ;28 ;yes ;chemistry.stackexchange.com
40,983 ;194 ;4.509 ;498 ;2.991 ;11 ;3.509 ;14.763 ;3.6 ;7 ;2.452 ;2.557 ;184 ;133 ;yes ;chemistry.stackexchange.com
40,985 ;213 ;8.022 ;100 ;1.541 ;10 ;5.513 ;0.859 ;5.6 ;5 ;1.34 ;1.397 ;40 ;8 ;yes ;chemistry.stackexchange.com
40,986 ;203 ;4.26 ;1,171 ;0.668 ;31 ;2.771 ;6.595 ;2 ;18 ;0.5 ;0.522 ;427 ;292 ;yes ;chemistry.stackexchange.com
40,987 ;179 ;1.151 ;255 ;2.3 ;9 ;0.965 ;9.368 ;0.8 ;4 ;0.423 ;0.441 ;95 ;64 ;no ;chemistry.stackexchange.com
40,988 ;208 ;3.867 ;126 ;4.002 ;1 ;2.278 ;13.962 ;1.2 ;3 ;1.325 ;1.382 ;50 ;44 ;yes ;chemistry.stackexchange.com
40,989 ;203 ;1.34 ;220 ;3.58 ;2 ;2.307 ;24.815 ;2.8 ;3 ;1.35 ;1.408 ;73 ;61 ;yes ;chemistry.stackexchange.com
40,991 ;217 ;1.047 ;190 ;1.216 ;15 ;0.653 ;5.359 ;0.8 ;6 ;0.057 ;0.06 ;69 ;33 ;yes ;chemistry.stackexchange.com
40,992 ;208 ;8.109 ;303 ;1.342 ;9 ;6.733 ;20.36 ;7.2 ;4 ;2.805 ;2.926 ;121 ;79 ;yes ;chemistry.stackexchange.com
40,997 ;201 ;8.623 ;438 ;1.185 ;12 ;6.938 ;16.7 ;6.4 ;1 ;3.431 ;3.579 ;154 ;106 ;yes ;chemistry.stackexchange.com
40,997 ;194 ;5.421 ;254 ;0.475 ;4 ;3.535 ;1.83 ;3.2 ;0 ;1.19 ;1.241 ;84 ;66 ;yes ;chemistry.stackexchange.com
40,998 ;183 ;5.705 ;315 ;0.631 ;8 ;2.222 ;5.445 ;2 ;2 ;1.214 ;1.266 ;106 ;72 ;yes ;chemistry.stackexchange.com
40,999 ;205 ;0.227 ;1,312 ;3.066 ;14 ;0.921 ;1.32 ;0 ;14 ;1.285 ;1.341 ;523 ;401 ;yes ;chemistry.stackexchange.com
41,001 ;205 ;10.156 ;1,751 ;6.146 ;84 ;9.047 ;43.34 ;8.8 ;11 ;6.245 ;6.514 ;627 ;327 ;yes ;chemistry.stackexchange.com
41,001 ;198 ;6.954 ;1,567 ;4.486 ;76 ;5.644 ;28.47 ;5.6 ;10 ;4.004 ;4.176 ;557 ;287 ;yes ;chemistry.stackexchange.com
41,002 ;209 ;0.527 ;704 ;2.844 ;36 ;0.138 ;11.832 ;0.4 ;6 ;1.318 ;1.375 ;253 ;129 ;yes ;chemistry.stackexchange.com
41,004 ;199 ;3.462 ;600 ;1.523 ;14 ;2.231 ;7.996 ;1.6 ;4 ;0.824 ;0.86 ;206 ;130 ;yes ;chemistry.stackexchange.com
41,006 ;202 ;8.925 ;693 ;3.252 ;19 ;5.374 ;13.15 ;6 ;3 ;3.393 ;3.539 ;232 ;153 ;yes ;chemistry.stackexchange.com
41,009 ;203 ;7.428 ;1,336 ;3.557 ;84 ;6.131 ;27.625 ;8.8 ;6 ;5.791 ;6.04 ;469 ;235 ;yes ;chemistry.stackexchange.com
41,009 ;196 ;14.148 ;1,726 ;7.438 ;98 ;11.511 ;50.465 ;12.4 ;8 ;8.533 ;8.9 ;605 ;312 ;yes ;chemistry.stackexchange.com
41,010 ;216 ;7.217 ;699 ;1.969 ;30 ;6.845 ;26.125 ;6 ;1 ;3.823 ;3.988 ;269 ;140 ;yes ;chemistry.stackexchange.com
41,011 ;199 ;15.16 ;465 ;0.229 ;22 ;12.106 ;26.442 ;11.2 ;11 ;4.118 ;4.296 ;154 ;93 ;no ;chemistry.stackexchange.com
41,012 ;184 ;8.393 ;321 ;6.65 ;10 ;5.226 ;23.662 ;2 ;2 ;1.947 ;2.03 ;111 ;55 ;no ;chemistry.stackexchange.com
41,014 ;210 ;16.376 ;1,154 ;5.784 ;42 ;12.607 ;42.829 ;14 ;3 ;8.235 ;8.589 ;402 ;246 ;yes ;chemistry.stackexchange.com
41,015 ;214 ;3.663 ;153 ;1.892 ;7 ;2.067 ;7.161 ;2.4 ;3 ;1.821 ;1.9 ;62 ;37 ;no ;chemistry.stackexchange.com
41,016 ;187 ;3.875 ;1,779 ;2.033 ;43 ;2.788 ;9.126 ;3.2 ;13 ;1.949 ;2.033 ;610 ;410 ;yes ;chemistry.stackexchange.com
41,017 ;215 ;8.775 ;488 ;3.387 ;27 ;5.918 ;20.813 ;6.8 ;1 ;4.865 ;5.074 ;167 ;88 ;yes ;chemistry.stackexchange.com
41,019 ;187 ;0.999 ;393 ;1.041 ;19 ;1.073 ;7.103 ;1.6 ;7 ;1.01 ;1.054 ;143 ;87 ;no ;chemistry.stackexchange.com
41,022 ;215 ;9.638 ;371 ;5.839 ;13 ;7.159 ;30.785 ;7.2 ;1 ;4.453 ;4.645 ;123 ;68 ;yes ;chemistry.stackexchange.com
41,023 ;210 ;1.08 ;170 ;3.977 ;1 ;0.37 ;10.134 ;0.8 ;2 ;1.439 ;1.5 ;65 ;55 ;yes ;chemistry.stackexchange.com
41,025 ;198 ;1.739 ;180 ;1.504 ;9 ;1.682 ;10.152 ;1.2 ;1 ;1.17 ;1.221 ;69 ;32 ;yes ;chemistry.stackexchange.com
41,031 ;214 ;3.144 ;464 ;0.55 ;13 ;2.798 ;10.423 ;2.8 ;3 ;1.549 ;1.615 ;183 ;127 ;yes ;chemistry.stackexchange.com
41,033 ;225 ;0.244 ;151 ;1.473 ;6 ;0.044 ;3.644 ;0.4 ;2 ;0.388 ;0.405 ;53 ;28 ;yes ;chemistry.stackexchange.com
41,033 ;216 ;3.704 ;229 ;3.673 ;8 ;3.017 ;16.052 ;0.8 ;2 ;0.613 ;0.639 ;82 ;43 ;yes ;chemistry.stackexchange.com
41,034 ;207 ;7.013 ;102 ;5.939 ;9 ;5.773 ;27.633 ;6.4 ;6 ;4.233 ;4.415 ;36 ;7 ;yes ;chemistry.stackexchange.com
41,035 ;216 ;5.025 ;42 ;8.566 ;1 ;1.802 ;22.273 ;0.8 ;1 ;1.733 ;1.809 ;25 ;29 ;no ;chemistry.stackexchange.com
41,036 ;196 ;6.374 ;146 ;4.301 ;5 ;4.89 ;16.065 ;4.4 ;0 ;3.467 ;3.616 ;52 ;32 ;yes ;chemistry.stackexchange.com
41,037 ;216 ;4.748 ;6 ;5.675 ;4 ;3.497 ;24.328 ;4.4 ;1 ;4.332 ;4.519 ;2 ;12 ;yes ;chemistry.stackexchange.com
41,038 ;209 ;9.338 ;51 ;2.954 ;6 ;7.067 ;6.143 ;6.4 ;2 ;0.725 ;0.756 ;23 ;33 ;yes ;chemistry.stackexchange.com
41,040 ;217 ;2.401 ;4 ;2.304 ;8 ;0.137 ;16.979 ;0.8 ;1 ;1.619 ;1.689 ;11 ;10 ;yes ;chemistry.stackexchange.com
41,042 ;205 ;1.704 ;2,774 ;1.161 ;107 ;1.297 ;3.692 ;0.8 ;23 ;0.013 ;0.014 ;958 ;608 ;yes ;chemistry.stackexchange.com
41,044 ;199 ;5.363 ;429 ;0.419 ;11 ;3.8 ;1.246 ;4.4 ;1 ;2.55 ;2.659 ;158 ;111 ;yes ;chemistry.stackexchange.com
41,045 ;206 ;3.621 ;429 ;2.028 ;8 ;2.722 ;2.01 ;2.4 ;2 ;1.037 ;1.082 ;150 ;109 ;yes ;chemistry.stackexchange.com
41,046 ;199 ;6.361 ;397 ;1.399 ;3 ;4.732 ;12.397 ;4 ;2 ;0.828 ;0.864 ;134 ;107 ;yes ;chemistry.stackexchange.com
41,047 ;192 ;9.414 ;1,422 ;4.926 ;40 ;7.099 ;28.545 ;7.2 ;11 ;4.736 ;4.94 ;476 ;324 ;yes ;chemistry.stackexchange.com
41,049 ;205 ;5.392 ;126 ;6.535 ;16 ;4.709 ;33.169 ;6 ;0 ;4.086 ;4.262 ;44 ;2 ;yes ;chemistry.stackexchange.com
41,050 ;214 ;1.603 ;432 ;4.037 ;10 ;0.192 ;7.257 ;1.6 ;6 ;0.666 ;0.694 ;165 ;116 ;yes ;chemistry.stackexchange.com
41,053 ;193 ;4.591 ;643 ;4.396 ;22 ;2.578 ;14.651 ;1.6 ;6 ;1.138 ;1.186 ;217 ;125 ;yes ;chemistry.stackexchange.com
41,055 ;198 ;7.305 ;872 ;0.426 ;27 ;5.95 ;15.004 ;5.2 ;5 ;2.446 ;2.55 ;338 ;226 ;yes ;chemistry.stackexchange.com
41,057 ;196 ;10.785 ;499 ;7.714 ;23 ;7.828 ;36.829 ;8.8 ;3 ;6.708 ;6.996 ;177 ;104 ;yes ;chemistry.stackexchange.com
41,058 ;187 ;11.126 ;68 ;10.537 ;7 ;9.137 ;53.038 ;9.6 ;1 ;7.147 ;7.454 ;23 ;1 ;yes ;chemistry.stackexchange.com
41,059 ;210 ;0.882 ;791 ;0.257 ;21 ;0.506 ;1.216 ;0.4 ;8 ;0.178 ;0.185 ;279 ;184 ;yes ;chemistry.stackexchange.com
41,060 ;207 ;14.569 ;172 ;1.819 ;0 ;11.796 ;24.647 ;13.2 ;8 ;5.504 ;5.741 ;45 ;9 ;yes ;chemistry.stackexchange.com
41,062 ;186 ;9.842 ;685 ;3.749 ;19 ;6.98 ;22.815 ;6.4 ;3 ;3.643 ;3.799 ;228 ;143 ;yes ;chemistry.stackexchange.com
41,065 ;208 ;1.961 ;220 ;3.332 ;19 ;4.822 ;15.248 ;6 ;1 ;3.982 ;4.153 ;121 ;74 ;yes ;chemistry.stackexchange.com
41,071 ;207 ;17.48 ;2,388 ;7.935 ;67 ;13.086 ;45.61 ;14 ;12 ;8.5 ;8.865 ;802 ;506 ;yes ;chemistry.stackexchange.com
41,072 ;204 ;8.176 ;61 ;8.558 ;1 ;3.626 ;21.244 ;2 ;1 ;1.784 ;1.861 ;1 ;12 ;no ;chemistry.stackexchange.com
41,073 ;185 ;3.33 ;584 ;0.023 ;12 ;3.767 ;12.358 ;4 ;6 ;2.359 ;2.46 ;218 ;160 ;yes ;chemistry.stackexchange.com
41,075 ;191 ;8.005 ;710 ;6.028 ;10 ;4.496 ;15.194 ;4.4 ;7 ;2.583 ;2.694 ;225 ;161 ;yes ;chemistry.stackexchange.com
41,076 ;178 ;8.689 ;1,081 ;6.732 ;29 ;5.492 ;21.907 ;7.2 ;11 ;4.856 ;5.065 ;355 ;240 ;yes ;chemistry.stackexchange.com
41,079 ;199 ;2.081 ;261 ;3.62 ;15 ;1.005 ;10.522 ;0.4 ;4 ;2.187 ;2.281 ;92 ;49 ;yes ;chemistry.stackexchange.com
41,082 ;208 ;0.311 ;123 ;1.158 ;4 ;0.279 ;7.04 ;0.4 ;2 ;0.116 ;0.12 ;50 ;37 ;yes ;chemistry.stackexchange.com
41,086 ;202 ;6.234 ;157 ;1.27 ;6 ;5.185 ;11.352 ;5.2 ;4 ;1.741 ;1.816 ;51 ;33 ;yes ;chemistry.stackexchange.com
